filename,width,height,class,xmin,ymin,xmax,ymax


IMG_5567_mp4-34_jpg.rf.E9c543kZzW7gPjyCre3q.jpg,720,1280,Rock,362,724,478,852
Screen Recording 2023-03-11 at 9_48_18 PM_mov-235_jpg.rf.FKDuRcL07eaBH9W5RJaU.jpg,990,554,Rock,533,138,561,175
Screen Recording 2023-03-11 at 9_48_18 PM_mov-235_jpg.rf.FKDuRcL07eaBH9W5RJaU.jpg,990,554,Rock,331,107,385,163
egohands-public-1626201625894_png_jpg.rf.EhMKEN9t2yJkjfW35SS7.jpg,640,480,Rock,121,241,359,416
0161_png.rf.FEGem33R2oriWkZLnoS2.png,1280,720,Paper,548,462,767,618
0161_png.rf.FEGem33R2oriWkZLnoS2.png,1280,720,Paper,817,522,980,658
egohands-public-1623941906995_png_jpg.rf.FaFffVWaXNyB81p0RICN.jpg,640,480,Rock,107,69,310,224
youtube-83_jpg.rf.GDZxMjNku60gahFfwtI8.jpg,1920,1080,Rock,237,25,670,420
youtube-83_jpg.rf.GDZxMjNku60gahFfwtI8.jpg,1920,1080,Rock,1115,0,1553,325

IMG_5567_mp4-130_jpg.rf.GbkaC27t8q0Q0tAzEv6N.jpg,720,1280,Rock,422,842,589,981
zoom_tests_RockPaperScissors-mohamed_mp4-115_jpg.rf.GDFaTiWQWRHmdVS7s9MJ.jpg,1280,720,Paper,442,80,880,543
0031_png.rf.PAIzTORpByhDbN9cKft1.png,1280,720,Scissors,777,373,895,499
0031_png.rf.PAIzTORpByhDbN9cKft1.png,1280,720,Scissors,466,430,685,539
egohands-public-1624576212714_png_jpg.rf.PtLOE5l6CG3C6QnnvOkw.jpg,640,480,Paper,161,253,351,357
IMG_7043_MOV-184_jpg.rf.Gk0ydY6Em5C9PKVpMmzK.jpg,1080,1920,Rock,723,1210,1079,1857



IMG_5567_mp4-94_jpg.rf.S0PP7TRSfnHmWNeKjZZA.jpg,720,1280,Paper,176,760,427,977
IMG_7079_MOV-13_jpg.rf.hcaX6Z2KVp0KpXdcGDkU.jpg,720,1280,Rock,114,334,469,843

youtube-58_jpg.rf.h7HEP3XLFu9E0NzK78r5.jpg,1920,1080,Scissors,143,398,837,719
youtube-58_jpg.rf.h7HEP3XLFu9E0NzK78r5.jpg,1920,1080,Paper,1015,65,1723,770
Photo on 2-16-22 at 10-19 AM -9_jpg.rf.hZ7YVxZfBVbhkPZsuF8Y.jpg,2542,1694,Rock,365,387,746,702

Screen Recording 2023-03-11 at 9_48_18 PM_mov-152_jpg.rf.hKjSYo901pX87rxf3gf0.jpg,990,554,Rock,388,143,438,222
Screen Recording 2023-03-11 at 9_48_18 PM_mov-152_jpg.rf.hKjSYo901pX87rxf3gf0.jpg,990,554,Rock,636,206,681,252
egohands-public-1621214694651_png_jpg.rf.hK5xUrcWW15neOeQxb5o.jpg,640,480,Rock,407,292,526,399
zoom_tests_RockPaperScissors-mohamed_mp4-140_jpg.rf.hVSwK0fgGZslVt1dZRS9.jpg,1280,720,Paper,685,102,1163,686

egohands-public-1625012665797_png_jpg.rf.hpov4rxD9DvFROd9ol1C.jpg,640,480,Scissors,117,307,386,475
zoom_tests_RockPaperScissors-mohamed_mp4-191_jpg.rf.Ou383QpBrqoroQx2d7KC.jpg,1280,720,Scissors,12,272,549,714
IMG_7043_MOV-161_jpg.rf.dXXvb7VxMYB02tO5sGVT.jpg,1080,1920,Paper,323,1127,1008,1679
IMG_7077_MOV-33_jpg.rf.dfsrjMIiIW80hAqcNUBX.jpg,1280,720,Scissors,197,301,590,486
IMG_7077_MOV-33_jpg.rf.dfsrjMIiIW80hAqcNUBX.jpg,1280,720,Paper,597,399,882,471
JWitt-RCP_mp4-68_jpg.rf.8WibgN8nqeJQ7S0ghait.jpg,720,1280,Paper,236,301,720,770

0037_png.rf.cQJTPbZRHobUOAtITtj4.png,1280,720,Scissors,487,435,683,538
0037_png.rf.cQJTPbZRHobUOAtITtj4.png,1280,720,Scissors,762,377,930,504
IMG_7043_MOV-49_jpg.rf.cLIerSYYQlnXTqPkpMVq.jpg,1080,1920,Scissors,357,863,1017,1709


IMG_7043_MOV-98_jpg.rf.cnWRfpvur5BgH1Ol7du1.jpg,1080,1920,Rock,520,1193,910,1746

egohands-public-1620850589838_png_jpg.rf.ezyA9NFC6FQyKY7mG2Gs.jpg,640,480,Rock,393,298,536,401
egohands-public-1622730819751_png_jpg.rf.8f9wCYGeQ9ZnovIr7J0C.jpg,640,480,Scissors,389,104,633,293

JWitt-RCP_mp4-43_jpg.rf.eOgcvPqVKn0WqAK6JnhO.jpg,720,1280,Scissors,58,286,554,1000
egohands-public-1624576225725_png_jpg.rf.eHhZRNxIzd7mYCbXBqeK.jpg,640,480,Scissors,417,180,629,328

Photo on 2-16-22 at 10-20 AM -10_jpg.rf.epWc7qtdG9bK7UcyJj4W.jpg,2542,1694,Scissors,1528,1057,2171,1617
zoom_tests_RockPaperScissors-mohamed_mp4-131_jpg.rf.dVPcGTOOcoz9bPflWr4r.jpg,1280,720,Paper,57,0,558,452
zoom_tests_RockPaperScissors-mohamed_mp4-128_jpg.rf.elpCP8pyu7rjPgkLpO6k.jpg,1280,720,Paper,385,0,937,457

youtube-87_jpg.rf.8ozFM3kuO0sA8eOMHui5.jpg,1920,1080,Rock,1160,78,1609,428
youtube-87_jpg.rf.8ozFM3kuO0sA8eOMHui5.jpg,1920,1080,Rock,230,80,652,444
JWitt-RCP_mp4-28_jpg.rf.dz7TMOdVXoN4Wv7WkZiD.jpg,720,1280,Rock,158,576,626,1093
zoom_tests_RockPaperScissors-mohamed_mp4-192_jpg.rf.evET1gwD7l9UwMWEtxM2.jpg,1280,720,Scissors,288,357,635,720

youtube-44_jpg.rf.fbLx3QcMX9acPipUn0GQ.jpg,1920,1080,Scissors,433,285,1442,742
IMG_7077_MOV-93_jpg.rf.6nHG4w3WricD3xUYk5uy.jpg,1280,720,Rock,342,323,531,511
IMG_7077_MOV-93_jpg.rf.6nHG4w3WricD3xUYk5uy.jpg,1280,720,Paper,633,412,917,479

egohands-public-1621349892971_png_jpg.rf.fPG6DJmQ985Lgk8d8dis.jpg,640,480,Paper,306,358,531,437

egohands-public-1620850557530_png_jpg.rf.dWrPMFC6FQ4jXfqgNfwK.jpg,640,480,Paper,157,210,341,278
egohands-public-1620850564403_png_jpg.rf.7kLDNHnPlOZNFhRrvMpK.jpg,640,480,Rock,172,272,296,361


egohands-public-1624563392051_png_jpg.rf.vAUpaqsrJnXbPL2uHEjx.jpg,640,480,Rock,197,297,396,432
youtube-26_jpg.rf.HiCIRxFWFWPzl7bqBFjq.jpg,1920,1080,Rock,649,159,1188,719




zoom_tests_RockPaperScissors-mohamed_mp4-151_jpg.rf.lemOm0SfmKPABJp4iX4a.jpg,1280,720,Paper,337,224,890,500

IMG_7043_MOV-75_jpg.rf.ktHsOQPc5PEApvx3rYoH.jpg,1080,1920,Rock,427,1037,907,1607
egohands-public-1626460212575_png_jpg.rf.ko6BQQrfkfS6BfwwMpj8.jpg,640,480,Scissors,466,125,640,312

IMG_5636_MOV-43_jpg.rf.l2UiQ8qxvXNMj2cjaJeR.jpg,1080,1920,Scissors,673,753,1007,1264
egohands-public-1625012666756_png_jpg.rf.HzH1ScJcH71nKYDvNS5V.jpg,640,480,Scissors,65,78,309,263
zoom_tests_RockPaperScissors-mohamed_mp4-156_jpg.rf.lFVZHPVB5K8RayOqoflm.jpg,1280,720,Paper,0,172,659,605
IMG_7043_MOV-11_jpg.rf.m7nNbocCBiGtMx6ic5Ln.jpg,1080,1920,Scissors,367,890,1080,1920
zoom_tests_RockPaperScissors-mohamed_mp4-108_jpg.rf.mIYPLXnePGOkOOFOBuAC.jpg,1280,720,Paper,312,0,763,458

IMG_7043_MOV-128_jpg.rf.lkJpZzkdFqOkQZDUE33V.jpg,1080,1920,Paper,370,1113,1078,1920
IMG_7079_MOV-62_jpg.rf.lxT6dquHnpHYe6lynksE.jpg,720,1280,Paper,0,466,517,987


zoom_tests_RockPaperScissors-mohamed_mp4-208_jpg.rf.m5YhktV3BijJ9JVRQzsV.jpg,1280,720,Scissors,753,317,1088,720


zoom_tests_RockPaperScissors-mohamed_mp4-23_jpg.rf.PG5E2bGDnt08lt5SfTi5.jpg,1280,720,Rock,268,303,578,720

egohands-public-1625254250331_png_jpg.rf.OlCXO3mZDBYkTdPpKm1A.jpg,640,480,Paper,172,293,443,423
egohands-public-1624053434391_png_jpg.rf.OgHtaoiuFC3Z2A96DkiH.jpg,640,480,Paper,92,243,362,352
zoom_tests_RockPaperScissors-mohamed_mp4-215_jpg.rf.PDY709lbX5nmLofcumcB.jpg,1280,720,Scissors,430,102,807,641

Screen Shot 2022-02-08 at 1-00-15 PM_png.rf.O9TtF451Ag4fRYSxap66.png,2930,1577,Scissors,335,490,1071,1017
0288_png.rf.VofZGzpPxHkXWMnhflTx.png,1280,720,Scissors,392,477,632,593
0288_png.rf.VofZGzpPxHkXWMnhflTx.png,1280,720,Rock,821,369,934,501
IMG_5567_mp4-14_jpg.rf.Vv6XmaWqCDWbmVrxzmA4.jpg,720,1280,Scissors,372,644,522,832
egohands-public-1624465892272_png_jpg.rf.VTeFOcI6DsiQtrIeHuog.jpg,640,480,Paper,451,201,610,309
zoom_tests_RockPaperScissors-mohamed_mp4-74_jpg.rf.WmfUoyBBeEWNjGFeiSrX.jpg,1280,720,Rock,45,148,472,647


zoom_tests_RockPaperScissors-mohamed_mp4-214_jpg.rf.XETwT6VFOJRoZr1715sp.jpg,1280,720,Scissors,448,245,791,650
Screen Shot 2022-02-14 at 1-09-28 PM_png.rf.O8CctvUZiyeEu1m5jwGq.png,3024,1964,Paper,0,223,735,1483


egohands-public-1626355941705_png_jpg.rf.W5dTPWs7iGQxP6oBcTHz.jpg,640,480,Paper,233,312,432,394

zoom_tests_RockPaperScissors-mohamed_mp4-80_jpg.rf.X3UbGmuTvvAEbIYNwt4h.jpg,1280,720,Rock,837,252,1076,575
IMG_7079_MOV-161_jpg.rf.Xfndyryleh9PYysYq5cx.jpg,720,1280,Rock,256,656,720,1280
zoom_tests_RockPaperScissors-mohamed_mp4-24_jpg.rf.XGutYF0SO6Ki2EYz3ufa.jpg,1280,720,Rock,238,247,549,695
egohands-public-1624972120634_png_jpg.rf.XIUD8R2S7pwalACt8q0N.jpg,640,480,Scissors,86,224,373,386

IMG_7043_MOV-121_jpg.rf.XPbjnJ4hCp7APCDy3TZT.jpg,1080,1920,Paper,217,993,1080,1726
JWitt-RCP_mp4-13_jpg.rf.c5SehEIhW8lptJxvnFYT.jpg,720,1280,Rock,68,482,455,841
IMG_5636_MOV-70_jpg.rf.cSM8Z1abf0ATCHGcsAE9.jpg,1080,1920,Paper,123,843,435,1285
egohands-public-1623873265747_png_jpg.rf.ckAkfpQEKhwpS5puOrgr.jpg,416,416,Scissors,4,138,183,304


IMG_7043_MOV-135_jpg.rf.NqNe1xONiiO2s2AZncLA.jpg,1080,1920,Paper,330,1153,1072,1749


JWitt-RCP_mp4-44_jpg.rf.dXcFagPFUzgYgPX5Cht9.jpg,720,1280,Scissors,102,446,720,1182

youtube-11_jpg.rf.GapHVImjOP4Rpfp19OaU.jpg,1920,1080,Rock,1240,300,1732,699
youtube-11_jpg.rf.GapHVImjOP4Rpfp19OaU.jpg,1920,1080,Rock,68,318,555,752
paper_jpg.rf.Gbkg5xsq8lCfR94B2h02.jpg,1920,1080,Paper,221,278,430,385
paper_jpg.rf.Gbkg5xsq8lCfR94B2h02.jpg,1920,1080,Paper,1465,300,1620,518
paper_jpg.rf.Gbkg5xsq8lCfR94B2h02.jpg,1920,1080,Paper,838,378,1116,457
paper_jpg.rf.Gbkg5xsq8lCfR94B2h02.jpg,1920,1080,Paper,383,598,510,777
zoom_tests_RockPaperScissors-mohamed_mp4-107_jpg.rf.GnOEUliic3wGOJyI8yIX.jpg,1280,720,Paper,380,135,837,591

egohands-public-1625254260225_png_jpg.rf.ZS3sgenGqBH93K4wsZcE.jpg,640,480,Paper,270,250,525,380
20220216_221847_jpg.rf.ZiYPJZdtEVx3PabTnjr0.jpg,1808,3216,Rock,655,1414,1218,2186





youtube-2_jpg.rf.ZKHlc4t1F2pS0jx60wDS.jpg,1920,1080,Rock,84,280,581,733
youtube-2_jpg.rf.ZKHlc4t1F2pS0jx60wDS.jpg,1920,1080,Rock,1242,287,1756,690

zoom_tests_RockPaperScissors-mohamed_mp4-162_jpg.rf.aCS0ao2wFGeOOtvzYqJm.jpg,1280,720,Paper,560,67,972,630
IMG_7079_MOV-132_jpg.rf.aPacaoTA7JD2qspDuKUW.jpg,720,1280,Scissors,180,522,685,876


egohands-public-1622746681996_png_jpg.rf.ebySZd7s5NxzDMSNly4o.jpg,640,480,Paper,128,234,314,433
IMG_7043_MOV-43_jpg.rf.eOV4fYNLC1s37MXtrtZz.jpg,1080,1920,Scissors,393,870,1080,1757

0278_png.rf.a7EoqC5qPuwr9DoDTaaC.png,1280,720,Rock,418,402,525,522
0278_png.rf.a7EoqC5qPuwr9DoDTaaC.png,1280,720,Rock,810,450,929,585
egohands-public-1622748418761_png_jpg.rf.fD6bfwPiqAOj2f4Kxu9f.jpg,640,480,Paper,148,283,271,361


egohands-public-1621214703259_png_jpg.rf.aQT3PTQTrRZ1Jti60CSv.jpg,640,480,Scissors,28,204,246,324
IMG_5636_MOV-55_jpg.rf.fLsTZzJKCF9uhBI9mEQF.jpg,1080,1920,Rock,123,967,357,1247
IMG_7043_MOV-142_jpg.rf.fSnQGxT30kCw1YNACnvI.jpg,1080,1920,Paper,320,1022,1023,1838


zoom_tests_RockPaperScissors-mohamed_mp4-147_jpg.rf.fU15phP7ubFentA1zuoM.jpg,1280,720,Paper,613,142,1093,720
zoom_tests_RockPaperScissors-mohamed_mp4-82_jpg.rf.g0aFmAxfKKL9B7DkTXy7.jpg,1280,720,Rock,745,43,981,421
youtube-88_jpg.rf.r3pCnH6c0LAa4Jx2b2On.jpg,1920,1080,Rock,782,0,1248,417
Screen Recording 2023-03-11 at 9_48_18 PM_mov-296_jpg.rf.qfU5eYJsUW0E3U3RzKAi.jpg,990,554,Scissors,494,323,595,368
Screen Recording 2023-03-11 at 9_48_18 PM_mov-296_jpg.rf.qfU5eYJsUW0E3U3RzKAi.jpg,990,554,Paper,463,344,626,423
IMG_7077_MOV-34_jpg.rf.rOjRWnJqWmSyIB4qmiur.jpg,1280,720,Scissors,262,317,648,491
IMG_7077_MOV-34_jpg.rf.rOjRWnJqWmSyIB4qmiur.jpg,1280,720,Paper,587,384,878,457

JWitt-RCP_mp4-71_jpg.rf.nbseWi4yAhumaMN50Bvw.jpg,720,1280,Paper,86,331,668,847

IMG_7043_MOV-180_jpg.rf.6A1wxJqqMPD8n6Ivp0US.jpg,1080,1920,Rock,263,807,1063,1486

youtube-136_jpg.rf.rlsez8be5NxCfQNm7Xvx.jpg,1920,1080,Scissors,917,227,1647,522
youtube-136_jpg.rf.rlsez8be5NxCfQNm7Xvx.jpg,1920,1080,Paper,93,398,802,571
egohands-public-1621349885210_png_jpg.rf.raNJOJ4WUzKYjVWzzfZZ.jpg,640,480,Scissors,107,0,329,152
youtube-106_jpg.rf.rtakgz9KMwJj7zs7acPc.jpg,1920,1080,Paper,48,156,835,769
youtube-106_jpg.rf.rtakgz9KMwJj7zs7acPc.jpg,1920,1080,Scissors,974,255,1649,655

egohands-public-1625012660985_png_jpg.rf.rxSfGHClM9fay0qvRbwQ.jpg,640,480,Rock,126,53,308,195
zoom_tests_RockPaperScissors-mohamed_mp4-199_jpg.rf.sICTRqudfgMfGc8wLlnd.jpg,1280,720,Scissors,357,350,661,720

IMG_5567_mp4-84_jpg.rf.sWENk7cCro7JqCNaKXFs.jpg,720,1280,Paper,336,650,436,914
Screen Shot 2022-02-08 at 12-58-44 PM_png.rf.rjOwpzQjmuRhrb3YGNSW.png,2926,1648,Paper,281,460,770,1336
JWitt-RCP_mp4-48_jpg.rf.6LU3jCDuckJNQdABhuPb.jpg,720,1280,Scissors,312,300,720,717


IMG_7077_MOV-96_jpg.rf.syN5PGJJALCdlEt6WLGP.jpg,1280,720,Rock,177,75,340,270
IMG_7077_MOV-96_jpg.rf.syN5PGJJALCdlEt6WLGP.jpg,1280,720,Rock,777,193,925,387
youtube-94_jpg.rf.sYk5JWEfcEvBztCyVQHI.jpg,1920,1080,Scissors,515,338,1280,717



IMG_5567_mp4-144_jpg.rf.tV5Y31AoPtzFey168b3F.jpg,720,1280,Scissors,254,776,458,1058

IMG_7077_MOV-97_jpg.rf.ZM6vAhpcLdMfUKrGytMB.jpg,1280,720,Rock,208,83,381,265
IMG_7077_MOV-97_jpg.rf.ZM6vAhpcLdMfUKrGytMB.jpg,1280,720,Rock,813,103,958,288
egohands-public-1625860376012_png_jpg.rf.ZHOZHwGtvNopd3mKOHRO.jpg,640,480,Rock,207,283,386,421
egohands-public-1624561291682_png_jpg.rf.ZKhpLe6DFlJ9BCd22vUF.jpg,640,480,Rock,440,153,558,291
egohands-public-1620850541650_png_jpg.rf.Yy83rfxUxaArORAf8kjR.jpg,640,480,Paper,163,220,344,289




IMG_5567_mp4-170_jpg.rf.ZQNMwu5TuvidfVj1yZgM.jpg,720,1280,Paper,370,779,640,877

egohands-public-1626355938936_png_jpg.rf.ZOcATdUHiLKSpTVJ5hRg.jpg,416,416,Scissors,30,301,174,412



egohands-public-1623336374769_png_jpg.rf.NJAwi6DIqaqOtZa7IqNd.jpg,640,480,Paper,132,343,391,455
zoom_tests_RockPaperScissors-mohamed_mp4-160_jpg.rf.a2FK4pIPvDEBqspAnre3.jpg,1280,720,Paper,143,33,587,619


egohands-public-1623941908031_png_jpg.rf.a8OajL2ttM2tO7yyFYLa.jpg,640,480,Scissors,8,164,375,364

IMG_7043_MOV-46_jpg.rf.Adh0xjVUHQBNV8hOfcxj.jpg,1080,1920,Scissors,273,353,1045,1163
IMG_5636_MOV-61_jpg.rf.AaQeEvuQQ1flRSQeDCTB.jpg,1080,1920,Rock,80,1125,318,1411
IMG_5636_MOV-61_jpg.rf.AaQeEvuQQ1flRSQeDCTB.jpg,1080,1920,Paper,490,1027,933,1367
IMG_7043_MOV-162_jpg.rf.AhaGEtUzxPVsrcDG88Z4.jpg,1080,1920,Paper,343,1157,1055,1775
egohands-public-1623336383872_png_jpg.rf.BKZyU7XvTQXXzdpPohQz.jpg,416,416,Paper,15,84,223,203
IMG_7079_MOV-48_jpg.rf.O40ClNUYE5824b31qlq3.jpg,720,1280,Paper,146,472,720,1062
egohands-public-1623358710191_png_jpg.rf.BnmWCrVFVQ6S1CO27VwP.jpg,640,480,Rock,130,237,287,363
egohands-public-1625151614282_png_jpg.rf.AyxAGdkWIZtLP5FHr7yk.jpg,640,480,Scissors,347,278,624,459
20220216_223152_jpg.rf.BnnCLBv4KwN1u3l9Rahk.jpg,1808,3216,Rock,657,1590,1392,2326
egohands-public-1626201610232_png_jpg.rf.ZdnjDpYwVlo9KIKQ0LRO.jpg,640,480,Rock,149,254,481,469



0199_png.rf.BqTbEQd92ODLJjc1s679.png,1280,720,Scissors,508,492,723,623
0199_png.rf.BqTbEQd92ODLJjc1s679.png,1280,720,Paper,722,380,920,525

egohands-public-1624035528088_png_jpg.rf.BXJOpdlMwE4OICT1AzIV.jpg,640,480,Paper,41,217,382,331
egohands-public-1620849827096_png_jpg.rf.CKRoWd4vzZWH9Uu1OgJ2.jpg,416,416,Rock,10,180,133,367
youtube-92_jpg.rf.CMIndRsRdiT5EdZ8AUbx.jpg,1920,1080,Rock,222,246,657,576
youtube-92_jpg.rf.CMIndRsRdiT5EdZ8AUbx.jpg,1920,1080,Scissors,935,201,1664,496


JWitt-RCP_mp4-1_jpg.rf.CUU0zt5lnRIzumOzSX6p.jpg,720,1280,Rock,83,0,720,908


egohands-public-1625860389647_png_jpg.rf.BrxSbTU9ERri4RcUxy7H.jpg,640,480,Paper,178,244,435,363

Screen Recording 2023-03-11 at 9_48_18 PM_mov-153_jpg.rf.oGVJ5u8hNYRFb0Ad3UfJ.jpg,990,554,Rock,375,99,423,184
Screen Recording 2023-03-11 at 9_48_18 PM_mov-153_jpg.rf.oGVJ5u8hNYRFb0Ad3UfJ.jpg,990,554,Rock,644,174,695,215

20220216_220847_jpg.rf.og4ZxyCK2aCXdz1uBVYS.jpg,1808,3216,Scissors,327,1975,1138,2766

Screen Recording 2023-03-11 at 9_48_18 PM_mov-130_jpg.rf.opogumI9546QgMA95CLP.jpg,990,554,Rock,399,239,454,304
Screen Recording 2023-03-11 at 9_48_18 PM_mov-130_jpg.rf.opogumI9546QgMA95CLP.jpg,990,554,Rock,559,305,601,346

20220216_222203_jpg.rf.hQjBMhrc5TQWUXIhrbaX.jpg,1808,3216,Paper,437,1640,1308,2489
20220216_223200_jpg.rf.oxZPWiyFURwPLq8yUkNP.jpg,1808,3216,Rock,865,1793,1350,2435
egohands-public-1624972119689_png_jpg.rf.p4Ie6ttnEzn6v6Iiq46X.jpg,640,480,Rock,215,255,359,377
IMG_5567_mp4-72_jpg.rf.pmhAluc6UTIEsKY6BHrK.jpg,720,1280,Paper,356,720,594,971

IMG_5567_mp4-132_jpg.rf.pzDnmmnPElKrFUbCkPXR.jpg,720,1280,Rock,430,828,602,972


egohands-public-1624053427207_png_jpg.rf.qSgJFMRv0hKfYmW74jkB.jpg,640,480,Rock,124,197,331,370


egohands-public-1624035520511_png_jpg.rf.hgfWMHZ8KOfIV3Letgf5.jpg,640,480,Rock,148,199,367,360
egohands-public-1626460213979_png_jpg.rf.jpLAIyUBviStcY0cevfk.jpg,640,480,Scissors,33,154,287,341

youtube-37_jpg.rf.kHvayXCKgp9iPiO15FSw.jpg,1920,1080,Scissors,435,317,1442,754

egohands-public-1626460197027_png_jpg.rf.k9dbbCu0w40KF30w5lfi.jpg,416,416,Rock,158,238,270,344
20220216_223209_jpg.rf.kH4dFijgJT8HAb36Mdad.jpg,1808,3216,Rock,837,1805,1395,2406
egohands-public-1623873255149_png_jpg.rf.rPIsvT1DKF8tfvBoK06h.jpg,640,480,Scissors,56,193,480,480
IMG_7043_MOV-139_jpg.rf.rrCD5CyHn7mt2aZ69LJi.jpg,1080,1920,Paper,393,743,1053,1549
Photo on 2-16-22 at 10-20 AM -12_jpg.rf.rtzR1hMEbVQzijQ3NJus.jpg,2542,1694,Paper,321,657,789,1276

egohands-public-1627056108064_png_jpg.rf.tR7jzkTJBWwcYbk3yvS7.jpg,640,480,Paper,397,257,607,359
0101_png.rf.tWYPkkPrEC9rWVcKYges.png,1280,720,Rock,782,383,882,507
0101_png.rf.tWYPkkPrEC9rWVcKYges.png,1280,720,Rock,398,330,505,433

IMG_7079_MOV-130_jpg.rf.pAhM2mUQxIZV1PiQkh0z.jpg,720,1280,Scissors,60,452,457,761
IMG_7079_MOV-76_jpg.rf.pN2Drm6iejFLhq0X6r6b.jpg,720,1280,Paper,0,602,692,1280
egohands-public-1625012651123_png_jpg.rf.nn0F6EePUIziKA6KSvXk.jpg,640,480,Paper,391,296,586,385

egohands-public-1626966054585_png_jpg.rf.pQUywQkfJybJdT6baqJh.jpg,640,480,Scissors,64,249,380,419
IMG_7043_MOV-182_jpg.rf.qlLZvriPaZGZZlrR8j2a.jpg,1080,1920,Rock,290,997,1022,1596


youtube-98_jpg.rf.qOffI0RGqfex654xVShu.jpg,1920,1080,Paper,480,4,1282,750
egohands-public-1625012652112_png_jpg.rf.oUNKTCgGFo8p50Mi8dmD.jpg,640,480,Paper,503,183,640,303
IMG_5567_mp4-178_jpg.rf.EDY61my44ugeadCnIgGc.jpg,720,1280,Paper,304,623,497,932
IMG_7077_MOV-4_jpg.rf.Jn4O3HmR89V9oaOI2Or5.jpg,1280,720,Rock,187,273,413,506
IMG_7077_MOV-4_jpg.rf.Jn4O3HmR89V9oaOI2Or5.jpg,1280,720,Rock,673,330,846,539
IMG_7043_MOV-174_jpg.rf.EGcK5Oit492LUxcRYA6p.jpg,1080,1920,Rock,423,1043,1080,1855
egohands-public-1622748414227_png_jpg.rf.EPqKnMpYaXyVuJh496bz.jpg,640,480,Paper,322,323,585,415
IMG_7043_MOV-125_jpg.rf.EpV83FzHwtdeZYafta5Z.jpg,1080,1920,Paper,310,1167,1029,1920

zoom_tests_RockPaperScissors-mohamed_mp4-93_jpg.rf.I8wUo7Ug46FYh2Exuwh6.jpg,1280,720,Rock,667,383,916,593
egohands-public-1625070646143_png_jpg.rf.uRckQ9EflPtB3SgNdFOL.jpg,640,480,Scissors,463,72,640,247
JWitt-RCP_mp4-57_jpg.rf.BfMM5O0h1ckUpAMxyhhg.jpg,720,1280,Scissors,131,333,402,684

egohands-public-1623712814722_png_jpg.rf.C8d8mE51k0hEHX11dkdF.jpg,640,480,Rock,157,282,259,384

Photo on 2-11-22 at 2-53 PM -5_jpg.rf.CFN9US2zxK0e4fYqCDiB.jpg,1440,960,Scissors,476,552,797,791
youtube-127_jpg.rf.LSACyp3bGUn6BEwtsS2v.jpg,1920,1080,Rock,1122,29,1552,381
youtube-127_jpg.rf.LSACyp3bGUn6BEwtsS2v.jpg,1920,1080,Rock,248,0,692,250


IMG_7077_MOV-71_jpg.rf.G0Kwd5kqs38ZZ9PJrAYw.jpg,1280,720,Paper,280,391,653,528
IMG_7077_MOV-71_jpg.rf.G0Kwd5kqs38ZZ9PJrAYw.jpg,1280,720,Scissors,643,349,892,483
egohands-public-1624563408999_png_jpg.rf.HgIDPzlFWjYvZaAWL0PG.jpg,640,480,Scissors,19,213,334,405



Screen Recording 2023-03-11 at 9_48_18 PM_mov-234_jpg.rf.J4x0bjtEyfy8nu72Bx3m.jpg,990,554,Rock,411,298,455,345
Screen Recording 2023-03-11 at 9_48_18 PM_mov-234_jpg.rf.J4x0bjtEyfy8nu72Bx3m.jpg,990,554,Rock,530,279,573,312



Photo on 2-16-22 at 10-19 AM -6_jpg.rf.o44tNy674R4YuakzwRyB.jpg,2542,1694,Rock,218,980,616,1385
IMG_5567_mp4-82_jpg.rf.JvK2yv9anSLAucUzYy9b.jpg,720,1280,Paper,256,724,511,938
IMG_7079_MOV-145_jpg.rf.p4HVVsnuchLIkxHf5wjh.jpg,720,1280,Scissors,0,580,471,1280

IMG_5567_mp4-8_jpg.rf.LiDLPo8r3HyjRL6kOGpN.jpg,720,1280,Scissors,328,716,502,964
egohands-public-1620852234768_png_jpg.rf.NKUzhc7qZIGatPTe9D0P.jpg,640,480,Scissors,178,203,267,364



egohands-public-1624377525964_png_jpg.rf.PG4GNtI8RUScnjMHzlly.jpg,640,480,Paper,85,192,314,331
IMG_7043_MOV-47_jpg.rf.T5mvs7BcxOAxNRIZEp0T.jpg,1080,1920,Scissors,307,403,974,1186



IMG_7079_MOV-32_jpg.rf.UqknsbgTsd3Age1aRowm.jpg,720,1280,Paper,0,686,509,1134
egohands-public-1622746676047_png_jpg.rf.VKvUl54FOFn1NtkRoxNj.jpg,640,480,Paper,390,165,632,423
zoom_tests_RockPaperScissors-mohamed_mp4-68_jpg.rf.Tj3V1FSImN9zJEUhvgia.jpg,1280,720,Rock,992,0,1241,279
0045_png.rf.Vcx4NYwH5XxumPTft0Hi.png,1280,720,Scissors,490,433,691,543
0045_png.rf.Vcx4NYwH5XxumPTft0Hi.png,1280,720,Scissors,748,380,907,513
egohands-public-1622746667780_png_jpg.rf.Ta1FafXaRqGsZopTokPj.jpg,416,416,Rock,273,144,365,251
Screen Recording 2023-03-11 at 9_48_18 PM_mov-48_jpg.rf.XROX8CJyCzaDEDliy7Yh.jpg,990,554,Rock,376,269,454,386
